ean,article,chain,brand,category,mrp,final_effective_margin_pct,distribution_pct,record_status,qc_severity
8906148700302.0,578001.0,H&G,Dr. Sheth's,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417303537.0,576150.0,H&G,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087779872.0,570656.0,H&G,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906148701514.0,578011.0,H&G,Dr. Sheth's,Body,500.0,25.0,50.0,PUBLISHED,PASS
8904417303322.0,569996.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087778608.0,568007.0,H&G,The Derma Co.,Body,500.0,25.0,50.0,PUBLISHED,PASS
8906148701743.0,578010.0,H&G,Dr. Sheth's,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417300598.0,573664.0,H&G,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087779339.0,568997.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087778677.0,574806.0,H&G,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087771333.0,556059.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417314014.0,574788.0,H&G,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087774495.0,561838.0,H&G,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087776895.0,564061.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087770671.0,556043.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087772460.0,559554.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087774488.0,561836.0,H&G,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417311549.0,574265.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417302745.0,568673.0,H&G,BBLUNT,Hair Care,500.0,25.0,50.0,PUBLISHED,PASS
8904417311389.0,574786.0,H&G,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087775645.0,562816.0,H&G,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417313420.0,574273.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417307764.0,572155.0,H&G,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087779476.0,542391.0,H&G,BBLUNT,Hair Colour,500.0,25.0,50.0,PUBLISHED,PASS
8904417307283.0,574795.0,H&G,BBLUNT,Hair Care,500.0,25.0,50.0,PUBLISHED,PASS
8904417314007.0,574784.0,H&G,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417302066.0,568675.0,H&G,BBLUNT,Hair Colour,500.0,25.0,50.0,PUBLISHED,PASS
8906087773740.0,562815.0,H&G,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417306521.0,574282.0,H&G,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087779322.0,568992.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087771326.0,556039.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417312133.0,574267.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417303131.0,574281.0,H&G,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417315073.0,578279.0,H&G,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417307122.0,574794.0,H&G,BBLUNT,Hair Care,500.0,25.0,50.0,PUBLISHED,PASS
8904417305098.0,570980.0,H&G,BBLUNT,Hair Care,500.0,25.0,50.0,PUBLISHED,PASS
8904417305258.0,571038.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087779124.0,568993.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087775690.0,564440.0,H&G,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417307740.0,572154.0,H&G,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417302707.0,568674.0,H&G,BBLUNT,Hair Care,500.0,25.0,50.0,PUBLISHED,PASS
8906087772484.0,557030.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417307481.0,572885.0,H&G,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417306514.0,572883.0,H&G,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417313765.0,574274.0,H&G,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417309799.0,574804.0,H&G,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087778486.0,566838.0,H&G,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087779032.0,568995.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417303285.0,568679.0,H&G,BBLUNT,Hair Care,500.0,25.0,50.0,PUBLISHED,PASS
8904417302073.0,568670.0,H&G,BBLUNT,Hair Colour,500.0,25.0,50.0,PUBLISHED,PASS
8906087772279.0,557025.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087773016.0,559556.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087774105.0,561841.0,H&G,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906148702092.0,577998.0,H&G,Dr. Sheth's,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087779421.0,542395.0,H&G,BBLUNT,Hair Colour,500.0,25.0,50.0,PUBLISHED,PASS
8904417306248.0,574276.0,H&G,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087774808.0,562820.0,H&G,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087771814.0,556048.0,H&G,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417302301.0,569001.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087779353.0,568998.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906148702078.0,578008.0,H&G,Dr. Sheth's,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417315660.0,575394.0,H&G,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8906087778110.0,570658.0,H&G,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087772378.0,557024.0,H&G,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087779469.0,542392.0,H&G,BBLUNT,Hair Colour,500.0,25.0,50.0,PUBLISHED,PASS
8906087779483.0,562438.0,H&G,BBLUNT,Hair Colour,500.0,25.0,50.0,PUBLISHED,PASS
8904417305043.0,571089.0,H&G,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906148700333.0,578005.0,H&G,Dr. Sheth's,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906148700913.0,578006.0,H&G,Dr. Sheth's,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087777090.0,570660.0,H&G,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087772187.0,556057.0,H&G,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087771883.0,556054.0,H&G,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417306576.0,574283.0,H&G,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417303315.0,569995.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417303292.0,568678.0,H&G,BBLUNT,Hair Care,500.0,25.0,50.0,PUBLISHED,PASS
8904417302318.0,569000.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087776413.0,562921.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417302608.0,569994.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417309171.0,574279.0,H&G,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417309188.0,574278.0,H&G,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417313963.0,575399.0,H&G,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087775089.0,562925.0,H&G,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417311327.0,574805.0,H&G,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087772873.0,557015.0,H&G,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087773924.0,564115.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417306439.0,572152.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087773511.0,559550.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087778479.0,566828.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417307757.0,572153.0,H&G,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087771807.0,556056.0,H&G,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417314021.0,574783.0,H&G,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087779391.0,570662.0,H&G,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417314267.0,574272.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087775706.0,564441.0,H&G,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906148700821.0,578007.0,H&G,Dr. Sheth's,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906148700487.0,577999.0,H&G,Dr. Sheth's,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087771944.0,556033.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087773474.0,559553.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906148700371.0,578009.0,H&G,Dr. Sheth's,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906148700401.0,578004.0,H&G,Dr. Sheth's,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417318081.0,576152.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417315738.0,575395.0,H&G,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8904417315622.0,575387.0,H&G,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8904417314441.0,575397.0,H&G,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087772859.0,557027.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087778455.0,566831.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417312867.0,574268.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087775188.0,563711.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087773115.0,561834.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417302776.0,568672.0,H&G,BBLUNT,Hair Care,500.0,25.0,50.0,PUBLISHED,PASS
8904417305104.0,570979.0,H&G,BBLUNT,Hair Care,500.0,25.0,50.0,PUBLISHED,PASS
8904417302738.0,568671.0,H&G,BBLUNT,Hair Care,500.0,25.0,50.0,PUBLISHED,PASS
8906087771845.0,556049.0,H&G,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417315127.0,575398.0,H&G,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087770947.0,569992.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087779377.0,570667.0,H&G,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417301762.0,569993.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087773535.0,559555.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087775096.0,562923.0,H&G,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417312430.0,574269.0,H&G,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417315554.0,575396.0,H&G,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417312386.0,574271.0,H&G,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087779216.0,568996.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087770657.0,556045.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087771180.0,574799.0,H&G,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087770664.0,556044.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417302325.0,571037.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417312997.0,574266.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087778653.0,568692.0,H&G,Mamaearth,Color Care,500.0,25.0,50.0,PUBLISHED,PASS
8904417307320.0,574796.0,H&G,BBLUNT,Hair Care,500.0,25.0,50.0,PUBLISHED,PASS
8906087770435.0,574802.0,H&G,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8904417305821.0,574793.0,H&G,BBLUNT,Hair Care,500.0,25.0,50.0,PUBLISHED,PASS
8906087776802.0,572884.0,H&G,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417308440.0,574787.0,H&G,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087772545.0,574803.0,H&G,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
706502246792.0,578003.0,H&G,Dr. Sheth's,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417312478.0,574259.0,H&G,Mamaearth,Color Care,500.0,25.0,50.0,PUBLISHED,PASS
8904417305999.0,571743.0,H&G,Mamaearth,Color Care,500.0,25.0,50.0,PUBLISHED,PASS
8904417306002.0,571742.0,H&G,Mamaearth,Color Care,500.0,25.0,50.0,PUBLISHED,PASS
8904417306194.0,571749.0,H&G,Mamaearth,Color Care,500.0,25.0,50.0,PUBLISHED,PASS
8904417315677.0,575386.0,H&G,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8906087772897.0,557016.0,H&G,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087777229.0,564072.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417305050.0,571088.0,H&G,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087777212.0,564070.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087772613.0,574800.0,H&G,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8904417312379.0,576149.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087770152.0,574801.0,H&G,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087771340.0,556034.0,H&G,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417301694.0,564063.0,H&G,Mamaearth,Color Care,500.0,25.0,50.0,PUBLISHED,PASS
8904417311655.0,574797.0,H&G,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087770527.0,574798.0,H&G,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087771814.0,,Ratnadeep,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087772460.0,,Ratnadeep,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087770510.0,,Ratnadeep,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087772477.0,,Ratnadeep,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087771883.0,,Ratnadeep,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087770657.0,,Ratnadeep,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087772880.0,,Ratnadeep,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087772484.0,,Ratnadeep,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087771685.0,,Ratnadeep,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087773016.0,,Ratnadeep,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087770664.0,,Ratnadeep,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417311440.0,,Ratnadeep,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087770022.0,,Ratnadeep,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087772941.0,,Ratnadeep,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087771180.0,,Ratnadeep,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087772187.0,,Ratnadeep,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087770046.0,,Ratnadeep,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087771944.0,,Ratnadeep,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087770008.0,,Ratnadeep,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087772859.0,,Ratnadeep,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087779032.0,,Ratnadeep,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087770671.0,,Ratnadeep,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087772378.0,,Ratnadeep,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087771845.0,,Ratnadeep,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087772897.0,,Ratnadeep,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087771807.0,,Ratnadeep,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087770527.0,,Ratnadeep,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8904417317268.0,,Ratnadeep,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8904417307269.0,200010078.0,Wh-Smith,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417303315.0,200001700.0,Wh-Smith,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417308570.0,200003390.0,Wh-Smith,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087773511.0,200007017.0,Wh-Smith,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417318425.0,200010075.0,Wh-Smith,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417316056.0,200010085.0,Wh-Smith,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087775690.0,200010081.0,Wh-Smith,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417312867.0,200010068.0,Wh-Smith,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087770657.0,1002642088.0,Wh-Smith,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087771333.0,1002642074.0,Wh-Smith,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417303322.0,200001698.0,Wh-Smith,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087770671.0,1002642090.0,Wh-Smith,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417303308.0,200001699.0,Wh-Smith,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417318340.0,200010074.0,Wh-Smith,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417318760.0,200010076.0,Wh-Smith,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087778110.0,200003387.0,Wh-Smith,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417306521.0,200010082.0,Wh-Smith,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417306439.0,200007023.0,Wh-Smith,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417307146.0,200010079.0,Wh-Smith,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087772064.0,200010087.0,Wh-Smith,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087779292.0,200010089.0,Wh-Smith,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087776758.0,1002703181.0,Wh-Smith,Mamaearth,Color Care,500.0,25.0,50.0,PUBLISHED,PASS
8906087778776.0,200007020.0,Wh-Smith,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087775812.0,200007030.0,Wh-Smith,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417316346.0,200010071.0,Wh-Smith,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417306576.0,200010083.0,Wh-Smith,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417316407.0,200010072.0,Wh-Smith,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087778462.0,200003388.0,Wh-Smith,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417313420.0,200010070.0,Wh-Smith,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417311440.0,200010067.0,Wh-Smith,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087776093.0,200010088.0,Wh-Smith,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087779872.0,200010090.0,Wh-Smith,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417308501.0,200010086.0,Wh-Smith,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087772859.0,1002642084.0,Wh-Smith,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087779032.0,200007024.0,Wh-Smith,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417305258.0,200001701.0,Wh-Smith,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087778783.0,200007033.0,Wh-Smith,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417320725.0,200010077.0,Wh-Smith,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087773474.0,1002642040.0,Wh-Smith,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087776437.0,200010084.0,Wh-Smith,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417315660.0,200040486.0,Wh-Smith,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8906087773535.0,1002642071.0,Wh-Smith,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417317053.0,200040488.0,Wh-Smith,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8904417315738.0,200040487.0,Wh-Smith,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
