Month_Label,Chain,Brand,Article_Code,EAN,Primary_NSV_Lakh,Derivation_Method
Apr'24,APNA KLUB,MAMAEARTH,8904417305258,8904417305258,0.06700259759822967,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417305838,8904417305838,0.00278204821832782,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417306002,8904417306002,7.7664415999937e-06,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417306170,8904417306170,2.32993247999811e-05,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417306217,8904417306217,4.6943965154360724e-05,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417306224,8904417306224,8.016374260402878e-05,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417306231,8904417306231,0.000388017940283658,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417306248,8904417306248,0.00015362412889205333,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417306439,8904417306439,0.05248839016383993,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417306576,8904417306576,3.603821680186253e-05,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417307139,8904417307139,4.3245860162235035e-05,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417307146,8904417307146,6.306687940325942e-05,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417307740,8904417307740,0.07879143706064128,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417307757,8904417307757,0.006663768582376142,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417307764,8904417307764,0.019460022148176718,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417308099,8904417308099,0.0014259045469597051,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417308129,8904417308129,0.022359544511493513,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417308501,8904417308501,4.999741092552088e-05,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417309171,8904417309171,3.0292081753365095e-05,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417309188,8904417309188,0.0001492966886415105,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417309546,8904417309546,0.04936422291882576,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417310023,8904417310023,0.002829420072771193,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417310030,8904417310030,2.6553736737285105e-07,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417310245,8904417310245,0.04123351755933333,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417310351,8904417310351,0.18024456341335182,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417311297,8904417311297,2.8569949100297645e-05,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417311440,8904417311440,0.002766306218255257,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417311501,8904417311501,0.03188163970698243,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417311549,8904417311549,0.021754770720659934,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417311570,8904417311570,0.039256296000742194,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417311587,8904417311587,0.034973022826970554,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417311655,8904417311655,0.0012253423017538506,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417311662,8904417311662,6.105604797368265e-05,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417312133,8904417312133,0.00040210674471708,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417312171,8904417312171,0.0012159501163953937,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417312294,8904417312294,0.020666966475911035,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417312300,8904417312300,5.387718090951002e-06,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417312379,8904417312379,5.11668281332858e-06,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417312386,8904417312386,0.0006196391728044487,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417312430,8904417312430,0.00021125667990065964,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417312447,8904417312447,3.883220799996851e-05,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417312478,8904417312478,1.55328831999874e-05,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417312515,8904417312515,7.7664415999937e-06,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417312522,8904417312522,7.7664415999937e-06,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417312546,8904417312546,0.09708622467693291,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417312867,8904417312867,0.002246004590068485,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417312997,8904417312997,0.0007113647811393732,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417313178,8904417313178,0.006449562790241161,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417313420,8904417313420,0.003617132153944597,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417313574,8904417313574,0.0008555587072085317,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417313673,8904417313673,0.005041778943071251,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417313765,8904417313765,0.00015390545812930446,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417313963,8904417313963,0.0006221184551152154,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417314267,8904417314267,0.0027414133956442893,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417314298,8904417314298,0.49311755358894793,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417314441,8904417314441,7.838850247748675e-05,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417315035,8904417315035,4.91519025152253e-05,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417315042,8904417315042,6.815724243347838e-05,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417315073,8904417315073,0.16685560984474185,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417315127,8904417315127,0.0005800149593607784,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417315554,8904417315554,6.746520760291546e-06,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417315622,8904417315622,0.0004232513566064502,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417315660,8904417315660,0.008862943767376555,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417315677,8904417315677,0.00020499180621464668,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417315738,8904417315738,0.015877560879820053,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417316056,8904417316056,8.222136475913381e-05,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417316179,8904417316179,0.00034874402783478575,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417316292,8904417316292,0.001417478590083409,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417316346,8904417316346,0.0475551543742005,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417316407,8904417316407,0.0042713359694640796,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417316438,8904417316438,0.00047249251243064493,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417316896,8904417316896,0.04909123330792259,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417317053,8904417317053,0.01723208196382115,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417317183,8904417317183,0.027434215435134766,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417317244,8904417317244,0.06286180925611934,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417317268,8904417317268,0.042075755749311404,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417317275,8904417317275,0.03623599431465093,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417317589,8904417317589,0.00745727467132613,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417317596,8904417317596,0.009742201690901576,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417317701,8904417317701,0.0021887625902751013,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417318074,8904417318074,0.02429949511053799,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417318081,8904417318081,0.01814098706535078,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417318296,8904417318296,0.011901147390963745,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417318302,8904417318302,0.0010208866002769748,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417318333,8904417318333,0.0004321363305002583,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417318357,8904417318357,0.0002689969566415827,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417318364,8904417318364,0.016116682035535554,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417318418,8904417318418,0.0003625300962739963,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417318425,8904417318425,7.036763630743316e-05,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417318432,8904417318432,0.0033381840636839567,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417318746,8904417318746,0.014762778887501462,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417318876,8904417318876,0.0009329595883255101,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417319200,8904417319200,0.014317755562109314,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417319767,8904417319767,1.0293959616216251e-07,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417319873,8904417319873,0.0061183026225777246,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417319880,8904417319880,0.0059704691334552034,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417319910,8904417319910,0.004702173205394457,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417319927,8904417319927,0.0009578356999065407,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417319941,8904417319941,0.00187114321642232,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417319972,8904417319972,0.0013708040225311991,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417320008,8904417320008,0.00010367268985431536,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417320183,8904417320183,0.004234687354523574,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417320510,8904417320510,0.00581512985086581,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417320527,8904417320527,0.0019259677846163528,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417320558,8904417320558,0.0006807854043313378,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417320725,8904417320725,0.0006409545652718121,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417320732,8904417320732,0.0001392115326379587,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417321722,8904417321722,0.0015848094771347672,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417322361,8904417322361,0.030058972230412175,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417322552,8904417322552,0.0023545766872265215,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417322569,8904417322569,0.0024717991523562403,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417322675,8904417322675,0.00016821382804213864,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417322774,8904417322774,0.04155155986658581,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417322798,8904417322798,0.0519762012690682,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417323696,8904417323696,0.02507413983278158,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417324617,8904417324617,0.0021347715816732765,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417324679,8904417324679,0.011579631839972173,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417324686,8904417324686,1.1697681382063922e-09,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417325294,8904417325294,0.0019491929540469963,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417325478,8904417325478,0.01039360048010713,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417325485,8904417325485,0.0006593782964716952,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417325584,8904417325584,0.006747640670532356,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417325997,8904417325997,2.1055826487715067e-08,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417326017,8904417326017,1.8716290211302282e-08,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8904417326031,8904417326031,1.8716290211302282e-08,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087770008,8906087770008,0.0196886074397182,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087770022,8906087770022,0.03328724034614331,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087770046,8906087770046,0.006374808291444494,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087770060,8906087770060,4.446054739694856e-05,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087770084,8906087770084,0.006253340864631374,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087770121,8906087770121,0.002853758397527505,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087770152,8906087770152,0.002217134768315889,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087770435,8906087770435,0.0015507194697122481,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087770442,8906087770442,0.04351175884907571,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087770459,8906087770459,0.001591670861195656,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087770510,8906087770510,0.007832022144016078,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087770527,8906087770527,0.012247558061900133,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087770534,8906087770534,0.02454907116283445,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087770558,8906087770558,0.0034435271322122737,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087770640,8906087770640,0.008198765815083393,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087770657,8906087770657,0.019213230235109777,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087770664,8906087770664,0.025014298586871618,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087770671,8906087770671,0.13299014706603066,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087770695,8906087770695,0.0007959477960797995,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087770701,8906087770701,5.550054151323992e-06,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087770893,8906087770893,0.00015571789688256907,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087770947,8906087770947,0.00021500221403414463,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087771142,8906087771142,8.835833718652677e-05,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087771180,8906087771180,0.14904619533768826,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087771203,8906087771203,0.0026126496173927718,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087771319,8906087771319,0.0009533098135047081,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087771326,8906087771326,0.00013468417901264142,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087771333,8906087771333,0.07294499379662045,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087771340,8906087771340,0.00023164450533638716,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087771685,8906087771685,0.00045311192080696444,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087771807,8906087771807,0.3850851043819594,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087771814,8906087771814,0.017272460795634995,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087771845,8906087771845,0.00029129356176378916,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087771883,8906087771883,0.02443383549705518,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087771944,8906087771944,0.00019802868603096218,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087771968,8906087771968,2.6551865108263973e-05,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087771982,8906087771982,5.569289501363398e-05,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087772040,8906087772040,0.00018206201116945998,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087772170,8906087772170,0.0003103254498484766,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087772187,8906087772187,0.2214743596004479,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087772279,8906087772279,0.0012113196288734201,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087772330,8906087772330,0.0001006627277354318,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087772378,8906087772378,0.004022229978608127,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087772439,8906087772439,0.002065874004220227,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087772460,8906087772460,0.009203163223907043,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087772477,8906087772477,0.0001381280933883636,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087772484,8906087772484,0.0004794929898537069,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087772491,8906087772491,0.0008161507482434583,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087772545,8906087772545,0.0012615642217204339,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087772552,8906087772552,0.0001708722431130438,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087772613,8906087772613,0.008295428703074885,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087772859,8906087772859,0.07930866907203399,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087772873,8906087772873,0.00019901744940239757,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087772897,8906087772897,0.0031873823012227576,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087772941,8906087772941,0.0003106574300461175,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087773016,8906087773016,0.0004735278841230292,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087773115,8906087773115,0.0004319210931627191,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087773375,8906087773375,0.003260233434200515,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087773474,8906087773474,0.0008878434255402626,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087773511,8906087773511,0.0017927149839596576,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087773535,8906087773535,0.0014199852373210542,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087773917,8906087773917,0.00020624544672839167,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087773924,8906087773924,0.013542439495391597,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087774020,8906087774020,0.0012875418983485185,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087774259,8906087774259,0.002275738876807141,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087775089,8906087775089,0.007870048329407799,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087775096,8906087775096,0.0012331968992618089,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087775126,8906087775126,0.00011310058684618882,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087775188,8906087775188,0.0003573732765347547,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087775522,8906087775522,0.0021398457424235927,Brand_Pareto_Assortment_Fallback
Apr'24,APNA KLUB,MAMAEARTH,8906087775539,8906087775539,0.00011917257171417656,Brand_Pareto_Assortment_Fallback
