path,role,rationale,ext,size_bytes,size_h,last_commit
PowerBI/RawDataFolders/Primary_Article_Monthly/primary_article_Sep_25.csv,authoritative,raw monthly source extracts -- the ground truth for primary/offtake,csv,5568033,5.6MB,9e49af0 2026-07-03
PowerBI/RawDataFolders/Primary_ShipTo_Monthly/Primary_ShipTo_FY25-26_to_May26.csv,authoritative,raw monthly source extracts -- the ground truth for primary/offtake,csv,1394718,1.4MB,c863e78 2026-06-28
PowerBI/RawDataFolders/Primary_ShipTo_Monthly/_README.txt,authoritative,raw monthly source extracts -- the ground truth for primary/offtake,txt,450,0KB,771adac 2026-06-28
PowerBI/RawDataFolders/Primary_ShipTo_Monthly/_TEMPLATE_Primary_ShipTo.csv,authoritative,raw monthly source extracts -- the ground truth for primary/offtake,csv,347,0KB,771adac 2026-06-28
PowerBI/RawDataFolders/Primary_Weekly/_README.txt,authoritative,raw monthly source extracts -- the ground truth for primary/offtake,txt,216,0KB,771adac 2026-06-28
PowerBI/RawDataFolders/Primary_Weekly/_TEMPLATE_Primary_Weekly.csv,authoritative,raw monthly source extracts -- the ground truth for primary/offtake,csv,480,0KB,771adac 2026-06-28
PowerBI/RawDataFolders/TDP_Monthly/_README.txt,authoritative,raw monthly source extracts -- the ground truth for primary/offtake,txt,174,0KB,771adac 2026-06-28
PowerBI/RawDataFolders/TDP_Monthly/_TEMPLATE_TDP_Monthly.csv,authoritative,raw monthly source extracts -- the ground truth for primary/offtake,csv,344,0KB,771adac 2026-06-28
PowerBI/SeedData/Mapping/ChainAccount_Mapping_Inferred.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,383335,374KB,771adac 2026-06-28
PowerBI/SeedData/Mapping/ChainAccount_Mapping_PriorityView.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,85464,83KB,771adac 2026-06-28
PowerBI/SeedData/Mapping/Chain_Offtake_Primary_Mapping.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,3322,3KB,180b464 2026-07-24
PowerBI/SeedData/Mapping/CustomerCode_Zone_State_Exceptions.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,7777,7KB,771adac 2026-06-28
PowerBI/SeedData/Mapping/CustomerCode_Zone_State_Mapping.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,227390,222KB,771adac 2026-06-28
PowerBI/SeedData/Mapping/DistCont_Patch_Approved_2026-07-04.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,6082,5KB,088f327 2026-07-04
PowerBI/SeedData/Mapping/DistCont_Patch_Proposed.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,117,0KB,088f327 2026-07-04
PowerBI/SeedData/Mapping/Mapping_Corrections.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,592,0KB,c863e78 2026-06-28
PowerBI/SeedData/Mapping/README_Mapping_Validation.md,seed,"small governed seed/master tables, hand-maintained under approval",md,3655,3KB,771adac 2026-06-28
PowerBI/SeedData/Mapping/Store_SO_Mapping.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,54868,53KB,771adac 2026-06-28
PowerBI/SeedData/Masters/ArticleMaster.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,1568,1KB,771adac 2026-06-28
PowerBI/SeedData/Masters/AssumptionTable.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,541,0KB,771adac 2026-06-28
PowerBI/SeedData/Masters/BrandMaster.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,256,0KB,771adac 2026-06-28
PowerBI/SeedData/Masters/CategoryMaster.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,296,0KB,771adac 2026-06-28
PowerBI/SeedData/Masters/ChainMaster.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,2094,2KB,771adac 2026-06-28
PowerBI/SeedData/Masters/ChannelMap_Chain.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,2773,2KB,51c7228 2026-07-03
PowerBI/SeedData/Masters/ChannelMap_Store.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,27,0KB,51c7228 2026-07-03
PowerBI/SeedData/Masters/EAN_Product_Master.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,258146,252KB,180b464 2026-07-24
PowerBI/SeedData/Masters/FY27_Monthly_GMV_MRP.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,823,0KB,bf0a2bf 2026-07-24
PowerBI/SeedData/Masters/ForecastOverride.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,214,0KB,771adac 2026-06-28
PowerBI/SeedData/Masters/GST_Config.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,411,0KB,080d3e5 2026-07-03
PowerBI/SeedData/Masters/GST_Rate_QC_Table.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,1692,1KB,d857c6b 2026-07-03
PowerBI/SeedData/Masters/NielsenCompetitorMaster.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,461,0KB,771adac 2026-06-28
PowerBI/SeedData/Masters/PL_Expense_Input.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,815,0KB,cc58081 2026-07-04
PowerBI/SeedData/Masters/PrimaryAllocationOverride.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,54,0KB,771adac 2026-06-28
PowerBI/SeedData/Masters/ShipToMaster.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,52605,51KB,771adac 2026-06-28
PowerBI/SeedData/Masters/StoreMaster.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,287,0KB,771adac 2026-06-28
PowerBI/SeedData/Masters/ZoneStateMaster.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,553,0KB,771adac 2026-06-28
PowerBI/SeedData/Targets/FY2627_Targets.csv,seed,"small governed seed/master tables, hand-maintained under approval",csv,473,0KB,771adac 2026-06-28
PowerBI/docs/DataDictionary.md,doc,documentation,md,4611,4KB,771adac 2026-06-28
PowerBI/docs/DataModel.md,doc,documentation,md,12211,11KB,290c3c3 2026-07-04
PowerBI/docs/DistributorPrimaryAllocation_Logic.md,doc,documentation,md,23021,22KB,fe004d0 2026-07-04
PowerBI/docs/ExportAndVisualSettings.md,doc,documentation,md,14134,13KB,290c3c3 2026-07-04
PowerBI/docs/PageLayouts.md,doc,documentation,md,22510,21KB,944a1d2 2026-07-04
PowerBI/docs/RefreshGuide.md,doc,documentation,md,5236,5KB,771adac 2026-06-28
PowerBI/docs/SIS_Reconciliation.md,doc,documentation,md,10244,10KB,858d3e7 2026-07-03
PowerBI/templates/Template_Nielsen_Monthly.csv,powerbi,"Power BI build kit -- M queries, DAX measures, templates",csv,424,0KB,771adac 2026-06-28
PowerBI/templates/Template_Offtake_Monthly.csv,powerbi,"Power BI build kit -- M queries, DAX measures, templates",csv,451,0KB,771adac 2026-06-28
PowerBI/templates/Template_Primary_ShipTo.csv,powerbi,"Power BI build kit -- M queries, DAX measures, templates",csv,347,0KB,771adac 2026-06-28
PowerBI/templates/Template_Primary_Weekly.csv,powerbi,"Power BI build kit -- M queries, DAX measures, templates",csv,480,0KB,771adac 2026-06-28
PowerBI/templates/Template_TDP_Monthly.csv,powerbi,"Power BI build kit -- M queries, DAX measures, templates",csv,344,0KB,771adac 2026-06-28
PowerBI/theme/HonasaMT_Theme.json,powerbi,"Power BI build kit -- M queries, DAX measures, templates",json,1817,1KB,771adac 2026-06-28
config/cm2_allocation_rules.csv,config,"governed business configuration (taxonomy, rules, formula, decisions)",csv,4041,3KB,fc45de4 2026-07-24
config/cm2_decision_register.csv,config,"governed business configuration (taxonomy, rules, formula, decisions)",csv,6217,6KB,2d87cc3 2026-07-24
config/cm2_expense_taxonomy.csv,config,"governed business configuration (taxonomy, rules, formula, decisions)",csv,14162,13KB,13fe0ac 2026-07-24
config/cm2_formula.csv,config,"governed business configuration (taxonomy, rules, formula, decisions)",csv,3331,3KB,acd2099 2026-07-24
config/dataeng_baseline.json,config,"governed business configuration (taxonomy, rules, formula, decisions)",json,7450,7KB,a0b8dc5 2026-07-24
dashboard/README.md,app,offline dashboard app and vendored libs,md,27957,27KB,43b774f 2026-07-05
dashboard/chart.umd.js,app,offline dashboard app and vendored libs,js,205363,200KB,bbeaeab 2026-06-27
dashboard/data.js,generated,written by scripts/build_dashboard_data.py; header says DO NOT hand-edit,js,14366421,14.4MB,2d87cc3 2026-07-24
dashboard/html2canvas.min.js,app,offline dashboard app and vendored libs,js,198689,194KB,23487af 2026-07-03
dashboard/index.html,app,offline dashboard app and vendored libs,html,164998,161KB,180b464 2026-07-24
dashboard/jspdf.umd.min.js,app,offline dashboard app and vendored libs,js,420165,410KB,23487af 2026-07-03
dashboard/xlsx.core.min.js,app,offline dashboard app and vendored libs,js,437032,426KB,23487af 2026-07-03
outputs/cm2/README.md,generated,staging outputs produced by scripts/,md,2531,2KB,fc45de4 2026-07-24
outputs/cm2/cm2_fy27_cogs_logistics.csv,generated,staging outputs produced by scripts/,csv,1157,1KB,bf0a2bf 2026-07-24
outputs/cm2/cm2_fy27_cogs_logistics.meta.json,generated,staging outputs produced by scripts/,json,3984,3KB,bf0a2bf 2026-07-24
outputs/cm2/fact_cm2_expense.schema.csv,generated,staging outputs produced by scripts/,csv,3514,3KB,fc45de4 2026-07-24
outputs/cm2/unknown_expense_heads.csv,generated,staging outputs produced by scripts/,csv,3215,3KB,fc45de4 2026-07-24
outputs/dataeng/data_lineage_map.csv,generated,staging outputs produced by scripts/,csv,2858,2KB,a0b8dc5 2026-07-24
outputs/dataeng/decision_register_view.csv,generated,staging outputs produced by scripts/,csv,2854,2KB,a0b8dc5 2026-07-24
outputs/dataeng/dependency_edges.csv,generated,staging outputs produced by scripts/,csv,4501,4KB,a0b8dc5 2026-07-24
outputs/dataeng/findings.csv,generated,staging outputs produced by scripts/,csv,11267,11KB,a0b8dc5 2026-07-24
outputs/dataeng/health_report.json,generated,staging outputs produced by scripts/,json,1178,1KB,a0b8dc5 2026-07-24
outputs/dataeng/metric_registry.csv,generated,staging outputs produced by scripts/,csv,2921,2KB,a0b8dc5 2026-07-24
outputs/dataeng/repository_inventory.csv,generated,staging outputs produced by scripts/,csv,24014,23KB,a0b8dc5 2026-07-24
scripts/__init__.py,code,transformation and build code,py,0,0KB,e392f42 2026-07-24
scripts/build_dashboard_data.py,code,transformation and build code,py,146060,142KB,2d87cc3 2026-07-24
scripts/build_fw_nielsen_slide.py,code,transformation and build code,py,11982,11KB,901335d 2026-06-28
scripts/build_shampoo_deepdive_slide.py,code,transformation and build code,py,10647,10KB,ee6d672 2026-06-28
scripts/build_shampoo_nielsen_slide.py,code,transformation and build code,py,11997,11KB,987a22f 2026-06-28
scripts/build_stdlib.py,code,transformation and build code,py,15471,15KB,1b76e83 2026-06-27
scripts/cm2_cogs_logistics_fy27.py,code,transformation and build code,py,18197,17KB,bf0a2bf 2026-07-24
scripts/dataeng/README.md,code,transformation and build code,md,5235,5KB,b796397 2026-07-24
scripts/dataeng/__init__.py,code,transformation and build code,py,274,0KB,e392f42 2026-07-24
scripts/dataeng/cli.py,code,transformation and build code,py,10095,9KB,b796397 2026-07-24
scripts/dataeng/core.py,code,transformation and build code,py,7609,7KB,e392f42 2026-07-24
scripts/dataeng/governance.py,code,transformation and build code,py,4849,4KB,e392f42 2026-07-24
scripts/dataeng/quality.py,code,transformation and build code,py,6706,6KB,e392f42 2026-07-24
scripts/dataeng/reconcile.py,code,transformation and build code,py,6469,6KB,e392f42 2026-07-24
scripts/dataeng/registry.py,code,transformation and build code,py,8005,7KB,2d87cc3 2026-07-24
scripts/dataeng/repo_scan.py,code,transformation and build code,py,6315,6KB,e392f42 2026-07-24
scripts/dataeng/seed_manager.py,code,transformation and build code,py,8755,8KB,b796397 2026-07-24
scripts/dataeng/validate.py,code,transformation and build code,py,9700,9KB,e392f42 2026-07-24
scripts/enhance_v3.py,code,transformation and build code,py,5337,5KB,ef49ee8 2026-06-27
scripts/exclude_brands.py,code,transformation and build code,py,15281,14KB,d334819 2026-07-24
scripts/fix_d13_mrp.py,code,transformation and build code,py,7971,7KB,2d87cc3 2026-07-24
scripts/insert_pack_size_slide.py,code,transformation and build code,py,7347,7KB,ef49ee8 2026-06-27
scripts/patch_corrections_v2.py,code,transformation and build code,py,16316,15KB,7e9d556 2026-06-27
scripts/patch_jun26.py,code,transformation and build code,py,21381,20KB,d334819 2026-07-24
scripts/rebuild_mt_offtake_ppt.py,code,transformation and build code,py,20068,19KB,59bdcde 2026-06-27
scripts/split_offtake_store_article_xlsb.py,code,transformation and build code,py,4875,4KB,c863e78 2026-06-28
scripts/split_primary_article_xlsb.py,code,transformation and build code,py,5585,5KB,290c3c3 2026-07-04
tests/test_cm2_cogs_logistics.py,test,automated tests,py,14727,14KB,bf0a2bf 2026-07-24
tests/test_dataeng.py,test,automated tests,py,8059,7KB,e392f42 2026-07-24
tests/test_operationalisation.py,test,automated tests,py,25732,25KB,a0b8dc5 2026-07-24
vercel.json,unclassified,no rule matched,json,137,0KB,9ce3654 2026-06-27
