Eligibility_Tier,Month,Ship To Name,Brand,NSV (Lakh),Eligibility Reasoning,Override_Action,Override_Chain,Override_Remarks
Not_Eligible,Apr'25,Swastik Marketing,Mamaearth,0.017124,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Swastik Marketing,Mamaearth,0.0742036,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Swastik Marketing,Mamaearth,0.0589824,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Swastik Marketing,Mamaearth,0.0175983,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Swastik Marketing,Mamaearth,0.0274114,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Swastik Marketing,Mamaearth,0.011438199999999999,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Swastik Marketing,Mamaearth,0.0117321,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Swastik Marketing,Mamaearth,0.0586608,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Swastik Marketing,Mamaearth,0.035196399999999996,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Swastik Marketing,Mamaearth,0.0380532,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Swastik Marketing,Mamaearth,0.0879912,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Swastik Marketing,Mamaearth,0.0494237,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Swastik Marketing,Mamaearth,0.0175983,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Swastik Marketing,Mamaearth,0.017974300000000002,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,CHHABRA TRADERS_Ship To,Mamaearth,0.0864442,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,CHHABRA TRADERS_Ship To,Mamaearth,0.26376330000000003,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,CHHABRA TRADERS_Ship To,Mamaearth,0.0164026,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,CHHABRA TRADERS_Ship To,Mamaearth,0.10541719999999999,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,CHHABRA TRADERS_Ship To,Mamaearth,1.1764909,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,CHHABRA TRADERS_Ship To,Mamaearth,0.0547672,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,CHHABRA TRADERS_Ship To,Mamaearth,0.15799370000000001,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,CHHABRA TRADERS_Ship To,The Derma Co.,0.2197294,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,CHHABRA TRADERS_Ship To,Mamaearth,0.17288830000000002,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,CHHABRA TRADERS_Ship To,Mamaearth,0.26376330000000003,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,CHHABRA TRADERS_Ship To,The Derma Co.,0.0274661,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,CHHABRA TRADERS_Ship To,Mamaearth,0.177677,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,CHHABRA TRADERS_Ship To,Mamaearth,0.4610353,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,CHHABRA TRADERS_Ship To,Mamaearth,0.0822334,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,CHHABRA TRADERS_Ship To,Mamaearth,0.0328603,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,CHHABRA TRADERS_Ship To,Mamaearth,0.14831729999999999,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,CHHABRA TRADERS_Ship To,Mamaearth,0.10373299999999999,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,CHHABRA TRADERS_Ship To,Mamaearth,0.1383106,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,CHHABRA TRADERS_Ship To,The Derma Co.,0.49439110000000003,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,CHHABRA TRADERS_Ship To,Mamaearth,0.26376330000000003,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,CHHABRA TRADERS_Ship To,Mamaearth,0.15799370000000001,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0128361,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.1650356,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.08595409999999999,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0881136,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.24135849999999998,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0751829,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.16678,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.47552940000000005,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0440095,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.1258915,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.1760379,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,1.0176404,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,The Derma Co.,0.24811930000000001,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0385503,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.3300711,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.1638061,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0825178,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.3392135,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0825178,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.1136912,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.22622630000000002,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0751829,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.088019,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0939458,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.052279700000000005,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0786559,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0755349,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.1573119,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0754088,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Aqualogica,0.3443796,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.1609058,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,BBLUNT,0.0311186,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.2359677,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.09457629999999999,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.16960669999999997,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0471305,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.1887741,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.088019,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0629247,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.1206793,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0565566,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,The Derma Co.,0.4135321,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,The Derma Co.,0.17253549999999998,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.021789299999999998,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.1962457,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0825178,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0804529,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,The Derma Co.,0.09653690000000001,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.1254712,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.45320940000000004,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.09893729999999999,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.1650356,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0401949,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0162671,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0654153,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0786559,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0250942,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,The Derma Co.,0.5385598,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.2012582,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0825178,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.1313559,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.33820459999999997,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0251573,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0825178,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0971877,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.16960669999999997,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,The Derma Co.,0.4135321,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.1006292,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0654153,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.2200474,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.1609058,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.3270762,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.924199,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.16960669999999997,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Aqualogica,1.241978,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.3139931,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0943398,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0313993,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0881136,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.2200474,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0786559,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0754088,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,BBLUNT,0.0311186,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0523322,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,The Derma Co.,0.1654129,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,The Derma Co.,0.0241342,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,BBLUNT,0.0311186,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.09457629999999999,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.07528270000000001,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.49510669999999996,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0471305,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.1508176,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0654153,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0629247,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0281837,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0825178,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0734962,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.1127349,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0825178,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0939458,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Kiran Trading Company_Ship to,Mamaearth,2.0515335,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,JUST MARK-Dmart,Mamaearth,0.0429566,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,JUST MARK-Dmart,Mamaearth,0.018793499999999998,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,JUST MARK-Dmart,Mamaearth,0.022820700000000003,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,JUST MARK-Dmart,Mamaearth,0.0322174,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,JUST MARK-Dmart,Mamaearth,0.37998269999999995,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Kiran Trading Company_Ship to,Mamaearth,3.6658727,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,2.2525013,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.1623051,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.48732190000000003,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.48732190000000003,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.4869152,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.3898575,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.48732190000000003,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,2.5255318,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.1623051,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,1.0149150999999998,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,The Derma Co.,0.5114033,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.3898575,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0040576,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.32461009999999996,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,The Derma Co.,0.2191729,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0391098,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Az Enterprises(Apollo/More)Mt,Mamaearth,0.4894825,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Az Enterprises(Apollo/More)Mt,Mamaearth,0.1305585,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Az Enterprises(Apollo/More)Mt,Mamaearth,0.006001599999999999,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Apr'25,Az Enterprises(Apollo/More)Mt,BBLUNT,0.10718620000000001,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
